"filename", "language", "JavaScript", "HTML", "JSON", "Markdown", "CSS", "PHP", "SCSS", "XML", "comment", "blank", "total"
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\fonts\themify.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 362, 0, 0, 362
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\aos.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\bootstrap.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\cartscript.js", "JavaScript", 170, 0, 0, 0, 0, 0, 0, 0, 23, 33, 226
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\contact.js", "JavaScript", 79, 0, 0, 0, 0, 0, 0, 0, 1, 5, 85
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\custom.js", "JavaScript", 209, 0, 0, 0, 0, 0, 0, 0, 96, 55, 360
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\gmaps.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\jquery-1.12.1.min.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\jquery-3.3.1.slim.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\jquery.ajaxchimp.min.js", "JavaScript", 106, 0, 0, 0, 0, 0, 0, 0, 2, 12, 120
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\jquery.counterup.min.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 10, 3, 56
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\jquery.downCount.js", "JavaScript", 56, 0, 0, 0, 0, 0, 0, 0, 26, 22, 104
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\jquery.easing.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 43, 0, 44
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\jquery.form.js", "JavaScript", 822, 0, 0, 0, 0, 0, 0, 0, 238, 115, 1175
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\jquery.magnific-popup.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\jquery.nice-select.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\jquery.validate.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\lightslider.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\mail-script.js", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 0, 2, 3, 31
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\main.js", "JavaScript", 168, 0, 0, 0, 0, 0, 0, 0, 12, 28, 208
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\masonry.pkgd.js", "JavaScript", 1514, 0, 0, 0, 0, 0, 0, 0, 605, 386, 2505
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\masonry.pkgd.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 7, 1, 9
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\owl.carousel.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\particles.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\popper.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\price_rangs.js", "JavaScript", 1735, 0, 0, 0, 0, 0, 0, 0, 208, 500, 2443
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\slick.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 16, 1, 19
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\stellar.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 13, 3, 18
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\swiper.jquery.js", "JavaScript", 3864, 0, 0, 0, 0, 0, 0, 0, 516, 309, 4689
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\swiper.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 12, 1, 14
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\swiper_custom.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 3, 1, 24
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\theme.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\js\waypoints.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 8
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\chart\chart.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 11, 1, 14
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\easing\easing.js", "JavaScript", 153, 0, 0, 0, 0, 0, 0, 0, 9, 7, 169
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\easing\easing.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\owlcarousel\assets\owl.carousel.css", "CSS", 0, 0, 0, 0, 132, 0, 0, 0, 23, 16, 171
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\owlcarousel\assets\owl.carousel.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 6
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\owlcarousel\assets\owl.theme.default.css", "CSS", 0, 0, 0, 0, 40, 0, 0, 0, 8, 3, 51
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\owlcarousel\assets\owl.theme.default.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 6
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\owlcarousel\assets\owl.theme.green.css", "CSS", 0, 0, 0, 0, 40, 0, 0, 0, 8, 3, 51
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\owlcarousel\assets\owl.theme.green.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 6
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\owlcarousel\owl.carousel.js", "JavaScript", 1901, 0, 0, 0, 0, 0, 0, 0, 908, 467, 3276
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\owlcarousel\owl.carousel.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\tempusdominus\css\tempusdominus-bootstrap-4.css", "CSS", 0, 0, 0, 0, 198, 0, 0, 0, 5, 4, 207
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\tempusdominus\css\tempusdominus-bootstrap-4.min.css", "CSS", 0, 0, 0, 0, 198, 0, 0, 0, 5, 4, 207
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\tempusdominus\js\moment-timezone.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\tempusdominus\js\moment.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\tempusdominus\js\tempusdominus-bootstrap-4.js", "JavaScript", 2381, 0, 0, 0, 0, 0, 0, 0, 60, 339, 2780
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\tempusdominus\js\tempusdominus-bootstrap-4.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\waypoints\links.php", "PHP", 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\lib\waypoints\waypoints.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_about_us.scss", "SCSS", 0, 0, 0, 0, 0, 0, 113, 0, 1, 20, 134
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_banner.scss", "SCSS", 0, 0, 0, 0, 0, 0, 138, 0, 2, 3, 143
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_best_seller.scss", "SCSS", 0, 0, 0, 0, 0, 0, 48, 0, 1, 2, 51
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_blog.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1033, 0, 187, 279, 1499
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_blog_part.scss", "SCSS", 0, 0, 0, 0, 0, 0, 159, 0, 1, 8, 168
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_breadcrumb.scss", "SCSS", 0, 0, 0, 0, 0, 0, 47, 0, 0, 12, 59
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_button.scss", "SCSS", 0, 0, 0, 0, 0, 0, 148, 0, 8, 18, 174
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_client_logo.scss", "SCSS", 0, 0, 0, 0, 0, 0, 51, 0, 1, 7, 59
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_common.scss", "SCSS", 0, 0, 0, 0, 0, 0, 255, 0, 2, 68, 325
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_confirmation_part.scss", "SCSS", 0, 0, 0, 0, 0, 0, 70, 0, 1, 2, 73
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_contact.scss", "SCSS", 0, 0, 0, 0, 0, 0, 162, 0, 9, 20, 191
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_copyright_part.scss", "SCSS", 0, 0, 0, 0, 0, 0, 64, 0, 1, 4, 69
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_cource_details.scss", "SCSS", 0, 0, 0, 0, 0, 0, 204, 0, 0, 9, 213
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_cta_part.scss", "SCSS", 0, 0, 0, 0, 0, 0, 55, 0, 1, 2, 58
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_elements.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1054, 0, 1, 46, 1101
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_extends.scss", "SCSS", 0, 0, 0, 0, 0, 0, 31, 0, 2, 6, 39
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_feature_part.scss", "SCSS", 0, 0, 0, 0, 0, 0, 91, 0, 1, 18, 110
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_footer.scss", "SCSS", 0, 0, 0, 0, 0, 0, 187, 0, 1, 48, 236
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_menu.scss", "SCSS", 0, 0, 0, 0, 0, 0, 267, 0, 1, 52, 320
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_mixins.scss", "SCSS", 0, 0, 0, 0, 0, 0, 73, 0, 1, 3, 77
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_our_offer.scss", "SCSS", 0, 0, 0, 0, 0, 0, 70, 0, 1, 5, 76
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_product.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1725, 0, 35, 300, 2060
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_product_list.scss", "SCSS", 0, 0, 0, 0, 0, 0, 100, 0, 1, 13, 114
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_review.scss", "SCSS", 0, 0, 0, 0, 0, 0, 89, 0, 2, 28, 119
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_single_blog.scss", "SCSS", 0, 0, 0, 0, 0, 0, 50, 0, 0, 4, 54
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_special_cource.scss", "SCSS", 0, 0, 0, 0, 0, 0, 127, 0, 1, 37, 165
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_subscribe_area.scss", "SCSS", 0, 0, 0, 0, 0, 0, 70, 0, 1, 7, 78
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 50, 0, 1, 8, 59
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\style.css", "CSS", 0, 0, 0, 0, 5558, 0, 0, 0, 81, 171, 5810
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\sass\style.scss", "SCSS", 0, 0, 0, 0, 0, 0, 22, 0, 6, 22, 50
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap.css", "CSS", 0, 0, 0, 0, 9739, 0, 0, 0, 27, 730, 10496
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap.scss", "SCSS", 0, 0, 0, 0, 0, 0, 13, 0, 1, 11, 25
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_accordion.scss", "SCSS", 0, 0, 0, 0, 0, 0, 89, 0, 8, 22, 119
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_alert.scss", "SCSS", 0, 0, 0, 0, 0, 0, 34, 0, 13, 11, 58
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_badge.scss", "SCSS", 0, 0, 0, 0, 0, 0, 20, 0, 6, 4, 30
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_breadcrumb.scss", "SCSS", 0, 0, 0, 0, 0, 0, 24, 0, 1, 4, 29
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_button-group.scss", "SCSS", 0, 0, 0, 0, 0, 0, 90, 0, 23, 27, 140
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_buttons.scss", "SCSS", 0, 0, 0, 0, 0, 0, 74, 0, 16, 22, 112
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_card.scss", "SCSS", 0, 0, 0, 0, 0, 0, 153, 0, 27, 36, 216
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_carousel.scss", "SCSS", 0, 0, 0, 0, 0, 0, 158, 0, 41, 31, 230
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_close.scss", "SCSS", 0, 0, 0, 0, 0, 0, 30, 0, 5, 6, 41
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_containers.scss", "SCSS", 0, 0, 0, 0, 0, 0, 27, 0, 8, 7, 42
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_dropdown.scss", "SCSS", 0, 0, 0, 0, 0, 0, 186, 0, 19, 36, 241
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\scss\bootstrap\scss\_forms.scss", "SCSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
